ID,trial,timepoint,condition,AOI
1,23,4,C1,1
1,23,5,C1,1
1,23,6,C1,0
1,23,7,C1,0
1,23,8,C1,1
1,23,9,C1,1
1,23,10,C1,0
1,23,11,C1,1
1,23,12,C1,1
1,23,13,C1,0
1,23,14,C1,1
1,23,15,C1,1
1,23,16,C1,0
1,23,17,C1,1
1,23,18,C1,0
1,23,19,C1,0
1,23,20,C1,1
1,24,1,C1,0
1,24,2,C1,0
1,24,3,C1,0
1,24,4,C1,0
1,24,5,C1,1
1,24,6,C1,0
1,24,7,C1,1
1,24,8,C1,1
1,24,9,C1,1
1,24,10,C1,0
1,24,11,C1,0
1,24,12,C1,0
1,24,13,C1,0
1,24,14,C1,1
1,24,15,C1,0
1,24,16,C1,0
1,24,17,C1,0
1,24,18,C1,1
1,24,19,C1,0
1,24,20,C1,0
1,25,1,C1,0
1,25,2,C1,1
1,25,3,C1,1
1,25,4,C1,1
1,25,5,C1,1
1,25,6,C1,0
1,25,7,C1,0
1,25,8,C1,1
1,25,9,C1,0
1,25,10,C1,0
1,25,11,C1,0
1,25,12,C1,1
1,25,13,C1,1
1,25,14,C1,1
1,25,15,C1,1
1,25,16,C1,0
1,25,17,C1,1
1,25,18,C1,1
1,25,19,C1,0
1,25,20,C1,0
1,26,1,C1,0
1,26,2,C1,1
1,26,3,C1,1
1,26,4,C1,1
1,26,5,C1,0
1,26,6,C1,1
1,26,7,C1,1
1,26,8,C1,0
1,26,9,C1,0
1,26,10,C1,0
1,26,11,C1,1
1,26,12,C1,0
1,26,13,C1,0
1,26,14,C1,0
1,26,15,C1,0
1,26,16,C1,0
1,26,17,C1,0
1,26,18,C1,1
1,26,19,C1,1
1,26,20,C1,1
1,27,1,C1,1
1,27,2,C1,1
1,27,3,C1,0
1,27,4,C1,0
1,27,5,C1,1
1,27,6,C1,1
1,27,7,C1,1
1,27,8,C1,0
1,27,9,C1,1
1,27,10,C1,0
1,27,11,C1,1
1,27,12,C1,1
1,27,13,C1,0
1,27,14,C1,1
1,27,15,C1,0
1,27,16,C1,1
1,27,17,C1,1
1,27,18,C1,0
1,27,19,C1,1
1,27,20,C1,0
1,28,1,C1,0
1,28,2,C1,1
1,28,3,C1,0
1,28,4,C1,1
1,28,5,C1,0
1,28,6,C1,0
1,28,7,C1,1
1,28,8,C1,1
1,28,9,C1,0
1,28,10,C1,1
1,28,11,C1,1
1,28,12,C1,1
1,28,13,C1,1
1,28,14,C1,1
1,28,15,C1,1
1,28,16,C1,0
1,28,17,C1,0
1,28,18,C1,1
1,28,19,C1,0
1,28,20,C1,0
1,29,1,C1,0
1,29,2,C1,0
1,29,3,C1,1
1,29,4,C1,1
1,29,5,C1,1
1,29,6,C1,1
1,29,7,C1,0
1,29,8,C1,1
1,29,9,C1,1
1,29,10,C1,1
1,29,11,C1,0
1,29,12,C1,0
1,29,13,C1,0
1,29,14,C1,0
1,29,15,C1,0
1,29,16,C1,1
1,29,17,C1,1
1,29,18,C1,0
1,29,19,C1,0
1,29,20,C1,1
1,30,1,C1,0
1,30,2,C1,0
1,30,3,C1,1
1,30,4,C1,0
1,30,5,C1,0
1,30,6,C1,1
1,30,7,C1,0
1,30,8,C1,1
1,30,9,C1,1
1,30,10,C1,1
1,30,11,C1,1
1,30,12,C1,0
1,30,13,C1,1
1,30,14,C1,0
1,30,15,C1,1
1,30,16,C1,1
1,30,17,C1,0
1,30,18,C1,1
1,30,19,C1,1
1,30,20,C1,0
1,31,1,C1,1
1,31,2,C1,0
1,31,3,C1,0
1,31,4,C1,0
1,31,5,C1,0
1,31,6,C1,1
1,31,7,C1,0
1,31,8,C1,0
1,31,9,C1,1
1,31,10,C1,1
1,31,11,C1,1
1,31,12,C1,1
1,31,13,C1,0
1,31,14,C1,0
1,31,15,C1,0
1,31,16,C1,1
1,31,17,C1,0
1,31,18,C1,1
1,31,19,C1,1
1,31,20,C1,1
1,32,1,C1,0
1,32,2,C1,1
1,32,3,C1,0
1,32,4,C1,0
1,32,5,C1,0
1,32,6,C1,1
1,32,7,C1,1
1,32,8,C1,1
1,32,9,C1,0
1,32,10,C1,0
1,32,11,C1,1
1,32,12,C1,1
1,32,13,C1,1
1,32,14,C1,1
1,32,15,C1,0
1,32,16,C1,1
1,32,17,C1,1
1,32,18,C1,1
1,32,19,C1,0
1,32,20,C1,1
1,33,1,C1,0
1,33,2,C1,0
1,33,3,C1,0
1,33,4,C1,1
1,33,5,C1,0
1,33,6,C1,1
1,33,7,C1,1
1,33,8,C1,0
1,33,9,C1,0
1,33,10,C1,0
1,33,11,C1,0
1,33,12,C1,0
1,33,13,C1,1
1,33,14,C1,1
1,33,15,C1,1
1,33,16,C1,0
1,33,17,C1,1
1,33,18,C1,1
1,33,19,C1,0
1,33,20,C1,1
1,34,1,C1,0
1,34,2,C1,1
1,34,3,C1,1
1,34,4,C1,1
1,34,5,C1,1
1,34,6,C1,1
1,34,7,C1,1
1,34,8,C1,1
1,34,9,C1,0
1,34,10,C1,1
1,34,11,C1,1
1,34,12,C1,1
1,34,13,C1,1
1,34,14,C1,1
1,34,15,C1,0
1,34,16,C1,1
1,34,17,C1,1
1,34,18,C1,1
1,34,19,C1,1
1,34,20,C1,1
1,35,1,C1,0
1,35,2,C1,1
1,35,3,C1,1
1,35,4,C1,0
1,35,5,C1,1
1,35,6,C1,0
1,35,7,C1,0
1,35,8,C1,0
1,35,9,C1,1
1,35,10,C1,1
1,35,11,C1,1
1,35,12,C1,1
1,35,13,C1,0
1,35,14,C1,1
1,35,15,C1,0
1,35,16,C1,0
1,35,17,C1,0
1,35,18,C1,0
1,35,19,C1,0
1,35,20,C1,0
1,36,1,C2,1
1,36,2,C2,1
1,36,3,C2,1
1,36,4,C2,0
1,36,5,C2,1
1,36,6,C2,1
1,36,7,C2,0
1,36,8,C2,1
1,36,9,C2,1
1,36,10,C2,0
1,36,11,C2,0
1,36,12,C2,1
1,36,13,C2,1
1,36,14,C2,1
1,36,15,C2,0
1,36,16,C2,1
1,36,17,C2,1
1,36,18,C2,1
1,36,19,C2,0
1,36,20,C2,0
1,37,1,C2,1
1,37,2,C2,0
1,37,3,C2,0
1,37,4,C2,1
1,37,5,C2,1
1,37,6,C2,1
1,37,7,C2,0
1,37,8,C2,0
1,37,9,C2,0
1,37,10,C2,0
1,37,11,C2,1
1,37,12,C2,0
1,37,13,C2,1
1,37,14,C2,0
1,37,15,C2,0
1,37,16,C2,0
1,37,17,C2,1
1,37,18,C2,0
1,37,19,C2,1
1,37,20,C2,0
1,38,1,C2,0
1,38,2,C2,1
1,38,3,C2,1
1,38,4,C2,0
1,38,5,C2,0
1,38,6,C2,0
1,38,7,C2,0
1,38,8,C2,1
1,38,9,C2,0
1,38,10,C2,1
1,38,11,C2,0
1,38,12,C2,0
1,38,13,C2,1
1,38,14,C2,0
1,38,15,C2,1
1,38,16,C2,0
1,38,17,C2,1
1,38,18,C2,0
1,38,19,C2,0
1,38,20,C2,0
1,39,1,C2,1
1,39,2,C2,0
1,39,3,C2,0
1,39,4,C2,0
1,39,5,C2,0
1,39,6,C2,1
1,39,7,C2,0
1,39,8,C2,0
1,39,9,C2,0
1,39,10,C2,0
1,39,11,C2,0
1,39,12,C2,1
1,39,13,C2,0
1,39,14,C2,1
1,39,15,C2,0
1,39,16,C2,1
1,39,17,C2,1
1,39,18,C2,1
1,39,19,C2,1
1,39,20,C2,0
1,40,1,C2,1
1,40,2,C2,0
1,40,3,C2,1
1,40,4,C2,1
1,40,5,C2,1
1,40,6,C2,0
1,40,7,C2,1
1,40,8,C2,0
1,40,9,C2,0
1,40,10,C2,1
1,40,11,C2,0
1,40,12,C2,0
1,40,13,C2,1
1,40,14,C2,1
1,40,15,C2,1
1,40,16,C2,1
1,40,17,C2,1
1,40,18,C2,1
1,40,19,C2,0
1,40,20,C2,1
1,41,1,C2,1
1,41,2,C2,1
1,41,3,C2,0
1,41,4,C2,0
1,41,5,C2,1
1,41,6,C2,1
1,41,7,C2,0
1,41,8,C2,0
1,41,9,C2,1
1,41,10,C2,0
1,41,11,C2,1
1,41,12,C2,1
1,41,13,C2,0
1,41,14,C2,1
1,41,15,C2,0
1,41,16,C2,1
1,41,17,C2,0
1,41,18,C2,1
1,41,19,C2,0
1,41,20,C2,0
1,42,1,C2,0
1,42,2,C2,0
1,42,3,C2,1
1,42,4,C2,0
1,42,5,C2,1
1,42,6,C2,0
1,42,7,C2,1
1,42,8,C2,1
1,42,9,C2,1
1,42,10,C2,0
1,42,11,C2,1
1,42,12,C2,1
1,42,13,C2,1
1,42,14,C2,1
1,42,15,C2,0
1,42,16,C2,1
1,42,17,C2,1
1,42,18,C2,0
1,42,19,C2,0
1,42,20,C2,0
1,43,1,C2,1
1,43,2,C2,0
1,43,3,C2,1
1,43,4,C2,1
1,43,5,C2,1
1,43,6,C2,0
1,43,7,C2,1
1,43,8,C2,1
1,43,9,C2,0
1,43,10,C2,1
1,43,11,C2,1
1,43,12,C2,1
1,43,13,C2,1
1,43,14,C2,1
1,43,15,C2,0
1,43,16,C2,0
1,43,17,C2,0
1,43,18,C2,1
1,43,19,C2,0
1,43,20,C2,0
1,44,1,C2,1
1,44,2,C2,1
1,44,3,C2,0
1,44,4,C2,1
1,44,5,C2,0
1,44,6,C2,0
1,44,7,C2,0
1,44,8,C2,0
1,44,9,C2,0
1,44,10,C2,0
1,44,11,C2,0
1,44,12,C2,0
1,44,13,C2,0
1,44,14,C2,0
1,44,15,C2,1
1,44,16,C2,0
1,44,17,C2,1
1,44,18,C2,1
1,44,19,C2,0
1,44,20,C2,0
1,45,1,C2,0
1,45,2,C2,1
1,45,3,C2,1
1,45,4,C2,0
1,45,5,C2,0
1,45,6,C2,0
1,45,7,C2,0
1,45,8,C2,1
1,45,9,C2,0
1,45,10,C2,1
1,45,11,C2,1
1,45,12,C2,0
1,45,13,C2,1
1,45,14,C2,0
1,45,15,C2,0
1,45,16,C2,1
1,45,17,C2,1
1,45,18,C2,0
1,45,19,C2,0
1,45,20,C2,0
1,46,1,C2,0
1,46,2,C2,0
1,46,3,C2,1
1,46,4,C2,0
1,46,5,C2,1
1,46,6,C2,0
1,46,7,C2,1
1,46,8,C2,0
1,46,9,C2,1
1,46,10,C2,1
1,46,11,C2,0
1,46,12,C2,0
1,46,13,C2,1
1,46,14,C2,1
1,46,15,C2,0
1,46,16,C2,0
1,46,17,C2,1
1,46,18,C2,0
1,46,19,C2,0
1,46,20,C2,1
1,47,1,C2,1
1,47,2,C2,1
1,47,3,C2,0
1,47,4,C2,0
1,47,5,C2,1
1,47,6,C2,0
1,47,7,C2,1
1,47,8,C2,0
1,47,9,C2,0
1,47,10,C2,0
1,47,11,C2,0
1,47,12,C2,0
1,47,13,C2,0
1,47,14,C2,1
1,47,15,C2,0
1,47,16,C2,0
1,47,17,C2,0
1,47,18,C2,1
1,47,19,C2,0
1,47,20,C2,1
1,48,1,C2,1
1,48,2,C2,0
1,48,3,C2,1
1,48,4,C2,1
1,48,5,C2,0
1,48,6,C2,1
1,48,7,C2,1
1,48,8,C2,0
1,48,9,C2,1
1,48,10,C2,1
1,48,11,C2,0
1,48,12,C2,0
1,48,13,C2,1
1,48,14,C2,0
1,48,15,C2,0
1,48,16,C2,1
1,48,17,C2,0
1,48,18,C2,0
1,48,19,C2,1
1,48,20,C2,0
1,49,1,C2,1
1,49,2,C2,0
1,49,3,C2,1
1,49,4,C2,1
1,49,5,C2,0
1,49,6,C2,1
1,49,7,C2,0
1,49,8,C2,0
1,49,9,C2,1
1,49,10,C2,0
1,49,11,C2,1
1,49,12,C2,1
1,49,13,C2,0
1,49,14,C2,0
1,49,15,C2,0
1,49,16,C2,0
1,49,17,C2,1
1,49,18,C2,1
1,49,19,C2,1
1,49,20,C2,0
1,50,1,C2,0
1,50,2,C2,1
1,50,3,C2,0
1,50,4,C2,0
1,50,5,C2,0
1,50,6,C2,0
1,50,7,C2,0
1,50,8,C2,1
1,50,9,C2,1
1,50,10,C2,0
1,50,11,C2,0
1,50,12,C2,0
1,50,13,C2,1
1,50,14,C2,0
1,50,15,C2,0
1,50,16,C2,0
1,50,17,C2,0
1,50,18,C2,1
1,50,19,C2,1
1,50,20,C2,1
1,51,1,C2,1
1,51,2,C2,0
1,51,3,C2,0
1,51,4,C2,1
1,51,5,C2,1
1,51,6,C2,1
1,51,7,C2,0
1,51,8,C2,0
1,51,9,C2,1
1,51,10,C2,0
1,51,11,C2,0
1,51,12,C2,1
1,51,13,C2,0
1,51,14,C2,0
1,51,15,C2,0
1,51,16,C2,0
1,51,17,C2,0
1,51,18,C2,1
1,51,19,C2,1
1,51,20,C2,1
1,52,1,C2,1
1,52,2,C2,1
1,52,3,C2,0
1,52,4,C2,0
1,52,5,C2,0
1,52,6,C2,0
1,52,7,C2,1
1,52,8,C2,0
1,52,9,C2,1
1,52,10,C2,0
1,52,11,C2,1
1,52,12,C2,1
1,52,13,C2,0
1,52,14,C2,1
1,52,15,C2,0
1,52,16,C2,1
1,52,17,C2,1
1,52,18,C2,1
1,52,19,C2,1
1,52,20,C2,0
1,53,1,C2,1
1,53,2,C2,1
1,53,3,C2,1
1,53,4,C2,1
1,53,5,C2,0
1,53,6,C2,1
1,53,7,C2,1
1,53,8,C2,1
1,53,9,C2,0
1,53,10,C2,1
1,53,11,C2,0
1,53,12,C2,1
1,53,13,C2,0
1,53,14,C2,0
1,53,15,C2,0
1,53,16,C2,0
1,53,17,C2,0
1,53,18,C2,1
1,53,19,C2,0
1,53,20,C2,1
1,54,1,C2,1
1,54,2,C2,1
1,54,3,C2,0
1,54,4,C2,0
1,54,5,C2,0
1,54,6,C2,0
1,54,7,C2,1
1,54,8,C2,0
1,54,9,C2,1
1,54,10,C2,1
1,54,11,C2,0
1,54,12,C2,1
1,54,13,C2,0
1,54,14,C2,1
1,54,15,C2,0
1,54,16,C2,1
1,54,17,C2,0
1,54,18,C2,1
1,54,19,C2,0
1,54,20,C2,1
1,55,1,C2,0
1,55,2,C2,0
1,55,3,C2,1
1,55,4,C2,1
1,55,5,C2,0
1,55,6,C2,0
1,55,7,C2,1
1,55,8,C2,0
1,55,9,C2,1
1,55,10,C2,1
1,55,11,C2,1
1,55,12,C2,1
1,55,13,C2,0
1,55,14,C2,1
1,55,15,C2,0
1,55,16,C2,0
1,55,17,C2,1
1,55,18,C2,0
1,55,19,C2,0
1,55,20,C2,1
1,56,1,C2,1
1,56,2,C2,0
1,56,3,C2,1
1,56,4,C2,0
1,56,5,C2,1
1,56,6,C2,1
1,56,7,C2,0
1,56,8,C2,1
1,56,9,C2,0
1,56,10,C2,0
1,56,11,C2,1
1,56,12,C2,0
1,56,13,C2,1
1,56,14,C2,0
1,56,15,C2,1
1,56,16,C2,0
1,56,17,C2,0
1,56,18,C2,1
1,56,19,C2,1
1,56,20,C2,0
1,57,1,C2,1
1,57,2,C2,1
1,57,3,C2,1
1,57,4,C2,0
1,57,5,C2,1
1,57,6,C2,0
1,57,7,C2,1
1,57,8,C2,1
1,57,9,C2,1
1,57,10,C2,0
1,57,11,C2,0
1,57,12,C2,1
1,57,13,C2,0
1,57,14,C2,1
1,57,15,C2,0
1,57,16,C2,1
1,57,17,C2,0
1,57,18,C2,0
1,57,19,C2,1
1,57,20,C2,1
1,58,1,C2,1
1,58,2,C2,0
1,58,3,C2,1
1,58,4,C2,0
1,58,5,C2,1
1,58,6,C2,1
1,58,7,C2,0
1,58,8,C2,1
1,58,9,C2,0
1,58,10,C2,0
1,58,11,C2,1
1,58,12,C2,0
1,58,13,C2,1
1,58,14,C2,0
1,58,15,C2,0
1,58,16,C2,0
1,58,17,C2,0
1,58,18,C2,0
1,58,19,C2,1
1,58,20,C2,0
1,59,1,C2,0
1,59,2,C2,0
1,59,3,C2,1
1,59,4,C2,0
1,59,5,C2,1
1,59,6,C2,1
1,59,7,C2,0
1,59,8,C2,0
1,59,9,C2,1
1,59,10,C2,1
1,59,11,C2,1
1,59,12,C2,1
1,59,13,C2,0
1,59,14,C2,0
1,59,15,C2,0
1,59,16,C2,0
1,59,17,C2,0
1,59,18,C2,0
1,59,19,C2,0
1,59,20,C2,1
1,60,1,C2,0
1,60,2,C2,1
1,60,3,C2,1
1,60,4,C2,1
1,60,5,C2,0
1,60,6,C2,1
1,60,7,C2,1
1,60,8,C2,1
1,60,9,C2,0
1,60,10,C2,0
1,60,11,C2,1
1,60,12,C2,0
1,60,13,C2,0
1,60,14,C2,0
1,60,15,C2,1
1,60,16,C2,1
1,60,17,C2,1
1,60,18,C2,0
1,60,19,C2,1
1,60,20,C2,0
1,61,1,C2,1
1,61,2,C2,0
1,61,3,C2,1
1,61,4,C2,1
1,61,5,C2,0
1,61,6,C2,1
1,61,7,C2,0
1,61,8,C2,0
1,61,9,C2,0
1,61,10,C2,0
1,61,11,C2,1
1,61,12,C2,1
1,61,13,C2,1
1,61,14,C2,1
1,61,15,C2,0
1,61,16,C2,0
1,61,17,C2,0
1,61,18,C2,1
1,61,19,C2,1
1,61,20,C2,0
1,62,1,C2,0
1,62,2,C2,1
1,62,3,C2,1
1,62,4,C2,1
1,62,5,C2,1
1,62,6,C2,0
1,62,7,C2,0
1,62,8,C2,1
1,62,9,C2,0
1,62,10,C2,1
1,62,11,C2,0
1,62,12,C2,1
1,62,13,C2,0
1,62,14,C2,0
1,62,15,C2,0
1,62,16,C2,0
1,62,17,C2,1
1,62,18,C2,1
1,62,19,C2,1
1,62,20,C2,0
1,63,1,C2,1
1,63,2,C2,0
1,63,3,C2,1
1,63,4,C2,1
1,63,5,C2,0
1,63,6,C2,1
1,63,7,C2,1
1,63,8,C2,1
1,63,9,C2,0
1,63,10,C2,0
1,63,11,C2,0
1,63,12,C2,1
1,63,13,C2,0
1,63,14,C2,0
1,63,15,C2,0
1,63,16,C2,0
1,63,17,C2,0
1,63,18,C2,0
1,63,19,C2,0
1,63,20,C2,1
1,64,1,C2,1
1,64,2,C2,1
1,64,3,C2,0
1,64,4,C2,1
1,64,5,C2,1
1,64,6,C2,1
1,64,7,C2,1
1,64,8,C2,1
1,64,9,C2,0
